"";"L0_1";"L0_2";"A1_1";"A1_2";"C1";"Y1";"L1";"M2_1";"M2_2";"C2";"Y2"
"451";0;1;0;1;0;0;55,8625851615987;1;0;0;1
"452";1;0;1;0;0;0;48,3521425718586;0;1;0;0
"453";1;1;0;1;0;1;NA;NA;NA;NA;NA
"454";1;1;1;0;0;0;56,9690323251557;0;1;0;0
"455";1;1;0;1;0;0;57,5140919003746;1;0;0;1
"456";1;1;0;1;0;1;NA;NA;NA;NA;NA
"457";0;1;0;1;0;0;68,7507196901126;1;0;0;0
"458";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"459";1;0;0;0;0;0;81,3139984186433;1;0;0;0
"460";0;0;0;0;0;0;31,8505309012486;1;0;0;0
"461";0;1;0;1;0;1;NA;NA;NA;NA;NA
"462";1;0;0;1;0;0;87,2237692215284;1;0;0;0
"463";0;0;0;0;1;NA;NA;NA;NA;NA;NA
"464";0;1;0;0;0;0;40,7968116169518;1;0;0;0
"465";0;0;0;0;0;0;57,1681419568082;1;0;0;0
"466";0;1;1;0;0;0;75,767278106599;1;0;0;0
"467";0;1;0;1;0;1;NA;NA;NA;NA;NA
"468";0;1;1;0;0;0;47,4313860568206;0;1;0;0
"469";1;1;1;0;0;0;54,7865384077274;1;0;0;1
"470";1;1;1;0;0;1;NA;NA;NA;NA;NA
"471";0;1;0;1;0;0;36,9121358348073;1;0;0;0
"472";0;0;1;0;0;0;73,8853675296067;1;0;0;0
"473";0;1;0;0;0;0;80,3039202813233;0;1;0;1
"474";1;1;0;1;0;0;51,7437963069547;1;0;0;0
"475";0;0;0;0;0;0;69,2397187864747;0;1;0;0
"476";1;1;0;0;0;0;35,5876816526481;0;1;0;0
"477";0;1;0;1;0;0;59,1792463357741;0;1;1;NA
"478";0;0;0;0;0;0;58,7896617322924;1;0;0;0
"479";1;1;0;1;0;1;NA;NA;NA;NA;NA
"480";0;0;0;0;0;0;66,9729865566833;1;0;0;0
"481";0;0;0;1;0;0;70,3229785321636;0;1;0;1
"482";1;0;0;1;0;0;59,75823533893;1;0;0;0
"483";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"484";0;1;0;1;0;0;75,7006444847418;1;0;0;1
"485";0;0;0;1;0;0;65,860439325464;1;0;0;0
"486";0;1;0;1;0;0;41,2064885640874;0;1;0;0
"487";1;1;0;1;0;0;82,4375877111138;1;0;0;0
"488";1;1;1;0;0;0;44,3345820327734;1;0;0;0
"489";1;1;0;0;0;0;71,0453606724212;1;0;0;1
"490";0;0;1;0;0;0;41,3597831239579;1;0;1;NA
"491";1;1;0;1;0;0;67,8149813413135;0;1;0;1
"492";1;1;0;1;0;1;NA;NA;NA;NA;NA
"493";1;0;0;1;0;0;34,8483989456851;0;1;0;1
"494";0;1;0;1;0;0;50,0531284517575;0;1;1;NA
"495";1;1;0;1;0;0;69,3049144776211;1;0;0;0
"496";0;1;0;1;0;0;38,706259004106;0;1;0;1
"497";1;1;1;0;0;0;71,4714272934346;1;0;0;0
"498";0;1;0;0;0;0;46,5450480135501;0;1;0;0
"499";1;0;0;0;0;0;48,6600905639121;1;0;0;0
"500";1;1;0;1;0;1;NA;NA;NA;NA;NA
"501";1;0;0;0;0;0;57,0397081005048;0;1;1;NA
"502";1;1;1;0;0;0;62,9149661801023;1;0;0;1
"503";1;0;1;0;0;0;77,1501877817049;1;0;1;NA
"504";0;0;0;1;0;0;55,9537871046819;0;1;0;1
"505";1;0;0;1;0;0;42,0882860669471;0;1;0;0
"506";1;1;0;1;0;0;99,3336568060244;0;1;0;1
"507";1;0;1;0;0;0;46,8077024907087;1;0;0;0
"508";1;0;0;0;0;0;68,536655616593;0;1;0;0
"509";0;0;0;0;0;0;77,7290202640238;1;0;0;1
"510";1;1;0;1;0;1;NA;NA;NA;NA;NA
"511";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"512";1;1;1;0;0;0;56,9448412326848;1;0;0;0
"513";1;1;0;1;0;0;50,0835882967428;1;0;0;0
"514";1;1;1;0;0;0;84,3780874405088;1;0;0;0
"515";0;1;1;0;0;0;67,7320632034951;1;0;0;0
"516";1;0;0;1;0;0;53,1421676827559;1;0;0;0
"517";1;1;1;0;0;0;68,9799079301711;1;0;0;0
"518";0;1;0;1;0;0;47,8652515720365;1;0;0;1
"519";1;0;1;0;0;1;NA;NA;NA;NA;NA
"520";0;1;0;1;0;0;57,7500404254501;1;0;0;0
"521";1;0;0;0;0;0;84,3043531708013;1;0;0;0
"522";0;1;1;0;1;NA;NA;NA;NA;NA;NA
"523";0;0;0;1;0;0;65,8655102184075;0;1;0;0
"524";1;1;0;0;0;0;44,1771914708791;0;0;1;NA
"525";1;0;0;1;0;1;NA;NA;NA;NA;NA
"526";1;1;0;0;0;0;60,3101428349047;1;0;1;NA
"527";0;0;0;1;0;0;66,769468110923;1;0;0;0
"528";0;0;0;0;0;0;56,2830646831871;1;0;0;0
"529";1;1;0;1;0;1;NA;NA;NA;NA;NA
"530";0;0;0;1;0;0;57,8560626448807;1;0;0;0
"531";0;0;0;1;0;1;NA;NA;NA;NA;NA
"532";1;1;0;1;0;0;59,703410200783;1;0;0;0
"533";0;1;1;0;0;0;32,3308431238768;1;0;0;0
"534";1;0;0;1;1;NA;NA;NA;NA;NA;NA
"535";0;1;0;1;0;0;46,7050071027057;0;1;0;0
"536";1;0;1;0;0;0;56,8172636018067;1;0;0;0
"537";1;1;1;0;0;1;NA;NA;NA;NA;NA
"538";1;1;1;0;0;0;56,692519628667;1;0;0;0
"539";1;1;1;0;0;0;49,6687414290923;1;0;0;0
"540";0;0;0;0;0;0;36,2879991075924;1;0;0;0
"541";0;0;1;0;0;0;68,7842116663326;1;0;0;0
"542";1;1;0;1;0;0;88,8731669815077;0;1;1;NA
"543";1;1;0;0;0;0;60,0988134501794;1;0;0;1
"544";0;0;0;1;0;0;64,2591798427445;1;0;0;0
"545";1;1;0;1;0;0;57,4684229673676;1;0;0;1
"546";0;0;1;0;1;NA;NA;NA;NA;NA;NA
"547";1;0;0;1;0;0;52,3216547973144;0;1;0;1
"548";1;0;0;1;0;0;51,4251258255828;1;0;0;1
"549";1;1;0;1;0;0;51,0487796428221;0;1;1;NA
"550";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"551";0;0;0;1;0;0;45,6124387918406;1;0;0;0
"552";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"553";1;0;0;1;0;0;62,6798245585507;0;0;0;0
"554";0;1;0;0;0;0;27,9556387129404;1;0;0;0
"555";1;0;0;0;0;0;47,3638623201825;0;1;0;0
"556";1;0;1;0;0;0;68,9058441387402;1;0;0;0
"557";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"558";0;1;0;1;0;1;NA;NA;NA;NA;NA
"559";1;1;1;0;0;0;28,8558656249301;1;0;0;1
"560";1;0;1;0;0;0;50,4388657577289;1;0;0;0
"561";0;0;0;1;0;0;46,8973153864533;1;0;0;0
"562";1;1;0;0;0;0;43,9137136295493;1;0;0;0
"563";1;1;0;1;0;0;65,3354546897469;1;0;0;1
"564";1;1;0;0;0;0;42,0668234091837;1;0;0;1
"565";0;0;1;0;0;0;44,9149569650158;1;0;0;0
"566";1;0;0;0;0;0;55,9252899398998;1;0;0;0
"567";1;0;0;1;0;0;50,9433862202514;0;1;0;0
"568";1;1;0;0;0;0;58,5289750181227;1;0;0;0
"569";0;1;1;0;0;0;45,4886323831379;1;0;1;NA
"570";0;1;0;1;0;0;60,4794825021987;1;0;0;0
"571";1;0;0;0;0;1;NA;NA;NA;NA;NA
"572";1;1;0;1;0;0;57,8483220046335;1;0;0;1
"573";0;1;1;0;0;0;30,8195812278604;1;0;0;0
"574";1;1;0;1;0;0;53,2397633908087;1;0;0;1
"575";0;1;0;0;0;0;56,2038347769023;1;0;0;0
"576";0;0;0;0;0;0;50,6994021522144;1;0;0;0
"577";0;0;1;0;0;0;31,0226177866489;1;0;0;1
"578";0;0;0;0;0;0;52,1124747454395;1;0;0;0
"579";1;1;0;0;0;0;61,8393323564545;1;0;0;0
"580";1;1;0;1;0;0;85,3758163844259;1;0;0;0
"581";1;1;0;0;0;0;47,1396001188079;1;0;0;0
"582";0;0;0;1;0;0;45,5972634705832;0;0;0;0
"583";1;1;1;0;0;0;60,5744703494228;1;0;0;0
"584";0;0;1;0;0;0;63,6256454176961;1;0;0;0
"585";0;0;1;0;0;0;56,5173935914963;1;0;0;0
"586";0;1;0;1;0;0;40,0595950650213;0;1;0;1
"587";0;1;0;1;0;1;NA;NA;NA;NA;NA
"588";1;0;0;1;0;1;NA;NA;NA;NA;NA
"589";1;1;0;0;0;0;12,9271601091495;1;0;0;0
"590";1;0;0;1;0;0;76,6701478195683;1;0;0;1
"591";1;0;1;0;0;0;80,9047128229077;1;0;0;1
"592";1;0;0;1;0;0;72,136077661929;1;0;0;1
"593";0;0;0;0;0;0;25,0373742062856;1;0;0;0
"594";1;1;1;0;0;0;64,2534124230125;1;0;0;0
"595";0;0;0;0;0;0;72,0302335265556;1;0;0;0
"596";1;0;1;0;0;0;64,5757710095607;1;0;0;0
"597";1;1;0;0;1;NA;NA;NA;NA;NA;NA
"598";1;0;0;0;0;0;56,3496360913251;1;0;0;1
"599";1;1;1;0;0;1;NA;NA;NA;NA;NA
"600";0;1;1;0;0;0;15,2345195882189;1;0;0;1
"601";0;0;0;0;0;0;47,3426603242911;1;0;0;0
"602";0;1;0;1;0;0;65,7342474537494;0;1;0;0
"603";0;0;1;0;0;0;49,5542949216299;1;0;0;0
"604";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"605";0;0;1;0;0;0;59,8650515745484;1;0;0;1
"606";0;0;0;1;0;0;40,5368764306656;1;0;0;0
"607";1;1;0;1;0;0;35,2021546720052;1;0;0;0
"608";0;1;0;0;0;0;61,0546336575105;1;0;0;0
"609";0;0;0;0;0;0;40,453747920149;1;0;0;0
"610";0;1;0;1;0;0;55,4436614262743;1;0;0;1
"611";0;0;0;0;0;0;77,8158348216095;1;0;0;0
"612";1;1;1;0;0;1;NA;NA;NA;NA;NA
"613";0;1;0;1;0;0;39,1290690020316;0;0;0;0
"614";0;0;1;0;0;0;49,951798616818;1;0;0;0
"615";1;1;0;1;0;0;56,3890323723496;1;0;0;1
"616";0;1;0;1;0;1;NA;NA;NA;NA;NA
"617";0;1;1;0;0;0;49,250534230188;0;0;0;0
"618";1;1;0;1;0;0;96,5901898698139;1;0;1;NA
"619";1;1;0;1;0;0;48,3607828188874;1;0;0;0
"620";0;1;1;0;0;0;56,401882265945;1;0;0;0
"621";1;1;0;0;0;0;73,3646923253251;1;0;0;0
"622";0;1;0;1;0;0;63,801912828005;0;1;0;0
"623";1;1;0;0;0;0;48,0822081823289;0;1;0;0
"624";1;1;1;0;0;0;76,5625173355239;0;1;0;0
"625";0;0;0;1;0;0;74,8904288797821;1;0;0;0
"626";1;1;1;0;0;0;78,3165440298372;1;0;0;0
"627";0;0;1;0;0;0;52,0771979601183;1;0;0;1
"628";1;1;0;0;0;0;42,0140508027759;1;0;1;NA
"629";0;0;0;1;0;0;46,0735185749906;0;1;0;1
"630";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"631";1;0;0;0;0;0;31,1540469870879;1;0;0;1
"632";1;0;0;0;0;0;54,0534578455839;1;0;0;0
"633";0;0;0;0;0;0;28,9215361745582;1;0;0;0
"634";1;0;0;1;0;0;53,8603732412517;1;0;0;0
"635";1;0;0;0;0;0;62,0201205764302;0;0;0;0
"636";1;1;0;1;0;1;NA;NA;NA;NA;NA
"637";0;1;0;1;0;1;NA;NA;NA;NA;NA
"638";1;0;0;0;0;0;71,1614009809685;0;1;0;0
"639";0;0;0;0;0;0;69,6375444852041;0;1;0;1
"640";0;0;0;1;0;0;55,0315998020976;0;0;0;0
"641";1;1;0;1;0;0;62,3516694366457;1;0;0;0
"642";0;1;1;0;0;0;53,837668987757;1;0;0;0
"643";0;1;0;1;0;1;NA;NA;NA;NA;NA
"644";1;0;0;0;0;0;63,212414121708;1;0;0;0
"645";0;1;0;1;0;1;NA;NA;NA;NA;NA
"646";0;0;0;1;0;0;55,9071294907753;1;0;0;1
"647";0;1;1;0;0;1;NA;NA;NA;NA;NA
"648";1;1;0;1;0;0;80,6762893105198;1;0;1;NA
"649";0;0;0;1;0;0;84,9737075115554;1;0;0;0
"650";1;1;1;0;0;0;82,6474420822283;1;0;0;0
"651";0;0;0;1;0;0;62,5560163885688;0;1;0;1
"652";1;0;0;1;0;1;NA;NA;NA;NA;NA
"653";1;1;0;0;0;0;67,7070501150638;1;0;0;0
"654";0;0;0;1;0;0;61,0938575524085;1;0;0;0
"655";0;1;0;1;0;0;62,8666393322772;0;1;0;0
"656";0;0;0;1;1;NA;NA;NA;NA;NA;NA
"657";1;1;1;0;0;0;53,4132120918418;1;0;0;1
"658";0;1;0;0;0;1;NA;NA;NA;NA;NA
"659";0;1;0;0;0;0;34,575700529443;1;0;0;0
"660";1;0;0;0;0;0;84,1784125172942;1;0;0;1
"661";1;1;1;0;0;0;59,4743079656508;1;0;0;1
"662";1;1;0;0;0;0;53,5956746385184;1;0;0;0
"663";1;1;0;1;0;0;51,8326793942466;1;0;0;1
"664";0;0;0;0;0;0;52,818841681135;1;0;0;0
"665";0;0;0;0;0;0;32,181317810605;1;0;0;0
"666";0;1;0;1;0;0;94,6675580280754;1;0;1;NA
"667";1;1;0;1;0;0;46,6882151510172;1;0;0;0
"668";0;1;0;1;0;0;63,9373887661065;1;0;0;0
"669";0;0;0;1;0;0;32,6559302395943;1;0;0;0
"670";1;1;0;1;0;0;51,6482350508581;1;0;0;1
"671";0;1;0;1;0;1;NA;NA;NA;NA;NA
"672";1;1;0;1;0;0;49,3360499386409;1;0;0;1
"673";0;0;0;1;0;0;74,3537368681844;1;0;0;1
"674";0;0;0;1;0;0;38,9276156502921;1;0;0;0
"675";1;1;0;1;0;1;NA;NA;NA;NA;NA
"676";1;1;1;0;0;0;57,4447714996935;1;0;0;0
"677";0;1;0;0;0;0;30,8313114235614;0;1;0;0
"678";1;0;0;1;0;0;67,516893009143;1;0;0;1
"679";0;0;0;0;0;0;44,4950751605012;0;1;1;NA
"680";1;0;0;0;0;1;NA;NA;NA;NA;NA
"681";0;1;0;0;0;0;60,7466800887594;1;0;0;0
"682";0;1;0;0;0;0;41,7427420843338;0;0;0;0
"683";1;1;1;0;0;0;43,0977971680479;0;1;0;0
"684";0;1;0;1;0;1;NA;NA;NA;NA;NA
"685";1;1;0;1;0;0;49,0154511611008;0;1;1;NA
"686";0;0;0;0;0;0;74,794384178235;1;0;0;0
"687";1;0;1;0;0;0;69,4231070710903;1;0;0;0
"688";0;0;0;0;0;0;48,6476816812186;0;0;0;0
"689";0;1;0;1;0;1;NA;NA;NA;NA;NA
"690";0;1;1;0;0;0;4,01390282827983;1;0;0;0
"691";1;1;0;1;0;0;66,199856722857;1;0;0;0
"692";0;0;0;1;0;0;48,3175343276311;1;0;0;0
"693";0;0;1;0;0;0;69,1799712735835;1;0;0;1
"694";0;0;0;0;0;0;55,8710576736051;0;1;0;0
"695";0;0;1;0;0;0;76,279178114699;1;0;0;0
"696";0;0;1;0;0;0;25,1338107892149;1;0;0;0
"697";0;0;0;1;0;0;47,6340308759668;1;0;0;0
"698";0;1;0;1;0;0;92,4757450626421;1;0;1;NA
"699";0;1;0;1;0;0;54,2380533475845;1;0;0;1
"700";1;1;0;1;0;1;NA;NA;NA;NA;NA
"701";0;1;1;0;0;0;56,4602162860723;1;0;0;0
"702";1;1;0;1;0;0;72,2423814027516;1;0;1;NA
"703";1;1;0;1;0;0;60,6937521716674;1;0;0;0
"704";0;1;0;0;0;0;26,4740173247114;1;0;0;1
"705";0;0;0;1;0;1;NA;NA;NA;NA;NA
"706";0;0;0;1;1;NA;NA;NA;NA;NA;NA
"707";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"708";1;1;0;1;0;0;63,7385192245859;1;0;1;NA
"709";0;1;0;1;0;0;72,6510710064737;1;0;0;0
"710";1;1;0;1;0;0;48,6734889229261;1;0;0;1
"711";1;1;1;0;0;0;75,3642251771672;1;0;1;NA
"712";1;1;1;0;0;0;87,2471619628616;1;0;0;1
"713";1;1;0;1;0;0;51,1742717870698;0;1;0;1
"714";0;0;0;1;0;1;NA;NA;NA;NA;NA
"715";0;1;0;0;0;0;28,3145911423859;1;0;0;0
"716";0;1;0;0;0;0;47,6894663365822;0;1;0;0
"717";0;0;0;1;0;0;59,0422819402334;1;0;0;0
"718";0;0;0;1;0;0;47,6657652821016;1;0;0;0
"719";1;0;1;0;0;0;56,5599782686421;1;0;0;0
"720";0;0;0;0;0;0;41,9936885170534;1;0;0;0
"721";1;1;0;0;0;0;56,5444908643124;1;0;0;1
"722";0;1;0;1;0;0;45,5688188982977;1;0;0;0
"723";1;1;1;0;0;0;56,4200523764256;1;0;0;1
"724";0;1;1;0;0;0;19,7685184513039;1;0;0;0
"725";0;1;0;0;0;0;42,6020003789491;1;0;0;0
"726";1;0;0;0;0;0;45,3414020669642;1;0;0;0
"727";0;1;0;0;0;0;43,0844020401134;1;0;0;0
"728";0;0;0;0;0;1;NA;NA;NA;NA;NA
"729";0;0;0;0;0;0;54,432037245526;0;0;0;0
"730";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"731";1;1;0;0;0;0;92,8168083825653;0;1;0;0
"732";0;0;0;1;0;0;60,9506266816342;1;0;0;0
"733";0;0;0;1;0;0;76,7867224280184;0;1;0;0
"734";0;1;0;1;0;0;61,8467987606017;1;0;1;NA
"735";1;1;0;0;0;1;NA;NA;NA;NA;NA
"736";1;1;0;0;0;1;NA;NA;NA;NA;NA
"737";0;1;0;0;0;0;44,3649196639196;1;0;0;0
"738";1;1;0;1;0;1;NA;NA;NA;NA;NA
"739";1;1;0;1;0;0;73,2167780728592;1;0;1;NA
"740";1;1;0;1;0;0;43,8365852054829;0;1;0;0
"741";0;0;1;0;0;0;65,4530662929049;0;1;0;0
"742";0;1;0;1;0;0;34,9886390531194;0;1;0;0
"743";0;1;1;0;0;0;43,7127566159768;1;0;0;0
"744";0;1;0;0;0;0;23,3250571342146;1;0;0;0
"745";1;0;0;0;0;1;NA;NA;NA;NA;NA
"746";0;1;0;0;0;0;60,7459044510337;1;0;0;0
"747";0;1;0;1;0;0;44,4548794403026;1;0;0;1
"748";1;1;0;1;0;0;52,008204582954;1;0;1;NA
"749";0;1;0;1;0;0;53,2213125370843;0;1;0;1
"750";1;1;0;0;0;0;18,0879755545401;1;0;0;0
"751";1;1;0;1;0;0;80,0568337730319;0;1;0;0
"752";1;1;0;1;0;0;59,7393280591711;1;0;1;NA
"753";0;1;0;1;0;0;45,9270059189664;1;0;0;0
"754";1;1;0;1;0;0;78,8342136416173;1;0;0;0
"755";0;1;1;0;0;0;52,4016638265475;1;0;0;0
"756";1;0;0;1;0;0;45,515030127121;1;0;0;0
"757";1;0;0;0;0;0;49,3513197210575;1;0;0;1
"758";1;1;0;1;0;1;NA;NA;NA;NA;NA
"759";0;1;0;0;0;0;39,5960905988637;0;0;0;0
"760";1;0;1;0;0;0;56,6898861102967;1;0;0;0
"761";0;0;0;1;0;0;73,0065896628426;1;0;0;0
"762";1;1;0;0;0;0;57,6472861644424;1;0;0;0
"763";0;0;0;0;0;0;62,7095813051054;1;0;0;1
"764";1;0;0;0;0;0;51,1289141130927;1;0;0;1
"765";0;1;0;0;0;0;26,168825977004;1;0;0;0
"766";1;1;1;0;0;0;40,7323974166781;1;0;0;1
"767";1;1;0;1;0;0;49,5128803642898;0;1;0;0
"768";1;1;1;0;0;0;53,0706624612399;0;1;0;0
"769";1;1;1;0;0;0;86,2645562965754;1;0;0;0
"770";0;1;1;0;0;0;50,8919857049781;0;1;0;0
"771";1;0;0;1;0;0;57,5316036414926;0;1;0;0
"772";1;1;1;0;0;0;40,5855172026727;1;0;1;NA
"773";1;1;0;1;0;0;72,9522170633112;1;0;0;0
"774";0;1;0;1;0;0;32,6954397343444;1;0;0;1
"775";1;1;0;0;0;0;25,4920985101833;1;0;0;0
"776";0;0;0;0;0;0;62,5961685655915;1;0;0;0
"777";0;0;1;0;0;0;61,2065651088364;1;0;0;0
"778";0;1;0;1;0;1;NA;NA;NA;NA;NA
"779";1;1;0;0;0;0;66,7823550885316;0;1;0;0
"780";0;1;0;1;0;0;75,4770534417019;1;0;0;0
"781";1;1;0;1;0;1;NA;NA;NA;NA;NA
"782";0;0;0;0;0;0;36,6081616214824;0;1;1;NA
"783";0;0;0;0;0;0;55,6572905529958;1;0;0;0
"784";0;0;0;1;0;1;NA;NA;NA;NA;NA
"785";0;1;0;1;0;0;56,2691003668592;1;0;1;NA
"786";1;1;1;0;0;0;76,2684794067361;1;0;0;0
"787";1;1;1;0;0;0;44,0303535691614;1;0;0;0
"788";0;0;0;1;0;0;45,075769339013;1;0;0;1
"789";1;1;1;0;0;1;NA;NA;NA;NA;NA
"790";0;1;0;1;0;0;67,9038312029072;1;0;0;0
"791";1;0;0;0;0;0;69,9527306217666;1;0;1;NA
"792";0;1;0;1;0;0;72,9725933884095;1;0;0;0
"793";1;1;1;0;0;0;58,5887102334024;1;0;0;0
"794";0;0;0;0;0;0;33,6473696739365;1;0;0;0
"795";1;1;0;0;0;0;73,3125309803851;1;0;0;0
"796";0;0;0;1;0;0;69,8933871718329;1;0;0;0
"797";0;0;1;0;0;0;26,6437024781854;1;0;0;0
"798";1;1;0;1;0;0;80,9207903767428;1;0;0;0
"799";0;0;1;0;0;0;70,7216912332616;0;1;0;1
"800";1;0;0;1;0;1;NA;NA;NA;NA;NA
"801";0;1;0;1;0;0;40,544692014095;1;0;0;0
"802";1;0;0;1;0;1;NA;NA;NA;NA;NA
"803";0;0;0;1;0;1;NA;NA;NA;NA;NA
"804";0;1;0;0;0;0;38,0341043526044;1;0;0;0
"805";0;1;1;0;0;0;91,1750560973732;0;1;0;0
"806";1;0;0;1;0;0;82,0226342694413;1;0;0;0
"807";0;1;0;0;0;0;62,8882744580768;1;0;0;0
"808";0;1;0;1;0;0;52,3186529920528;1;0;0;0
"809";1;0;1;0;0;0;36,7009877495812;1;0;0;0
"810";0;1;0;1;1;NA;NA;NA;NA;NA;NA
"811";1;1;1;0;0;0;51,5355783243181;1;0;0;0
"812";0;0;0;1;0;0;39,6415437087415;1;0;0;0
"813";1;1;0;1;0;0;61,786403492975;1;0;0;0
"814";1;1;0;0;0;0;45,9192610895495;1;0;0;0
"815";0;1;0;1;0;0;85,3997559699411;1;0;0;0
"816";0;1;0;1;0;0;98,3778704786764;1;0;0;1
"817";0;0;0;1;0;0;70,7331443531129;1;0;0;1
"818";1;0;0;1;0;0;86,3265142706345;1;0;0;1
"819";0;1;1;0;0;0;41,3581492731247;1;0;1;NA
"820";0;0;0;0;0;0;54,3663236543945;1;0;0;0
"821";0;1;0;1;0;1;NA;NA;NA;NA;NA
"822";0;1;0;1;0;0;63,4978820289496;0;1;0;0
"823";0;0;0;0;0;0;48,8644033435468;0;1;0;0
"824";0;1;0;0;0;0;25,8307584409334;1;0;0;0
"825";0;1;0;1;0;0;44,3194507112195;1;0;0;0
"826";1;1;1;0;0;0;54,2005988586815;1;0;0;1
"827";0;1;0;1;0;0;62,3458205314431;1;0;0;0
"828";0;1;1;0;0;0;58,013279531456;1;0;0;0
"829";0;0;0;1;0;0;39,421985147478;0;0;0;0
"830";0;1;0;1;0;0;60,099273025785;0;0;0;0
"831";0;1;0;0;1;NA;NA;NA;NA;NA;NA
"832";1;1;0;1;0;0;66,963899567332;0;1;0;0
"833";1;1;0;0;0;0;66,970425114565;0;1;1;NA
"834";1;1;0;1;0;0;71,6436964039652;1;0;0;0
"835";0;1;0;0;0;0;58,3135774162562;1;0;0;0
"836";1;0;0;1;0;1;NA;NA;NA;NA;NA
"837";1;1;0;0;0;0;62,6366392928754;1;0;0;0
"838";0;1;0;0;0;0;48,5410335672436;1;0;0;0
"839";1;1;0;1;0;1;NA;NA;NA;NA;NA
"840";1;0;0;1;0;0;35,5762654444656;0;1;0;0
"841";0;0;0;1;0;0;30,5051227168615;1;0;0;0
"842";1;1;0;0;0;0;30,1913920359772;1;0;0;0
"843";1;0;0;1;0;0;48,1285687640165;1;0;0;0
"844";0;1;0;1;0;0;60,368472733278;0;1;0;0
"845";0;1;0;1;0;1;NA;NA;NA;NA;NA
"846";1;1;1;0;0;0;69,9457001697205;0;1;0;0
"847";1;1;1;0;0;0;57,8265421110205;1;0;0;0
"848";1;1;0;0;0;1;NA;NA;NA;NA;NA
"849";1;0;0;0;0;0;45,8344195567455;1;0;0;0
"850";1;1;1;0;0;0;21,6608792868214;1;0;0;0
"851";0;1;0;0;0;0;15,6721691877889;1;0;0;0
"852";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"853";1;1;0;0;0;0;69,0929098916965;1;0;0;1
"854";0;1;1;0;0;0;48,557154008034;1;0;0;0
"855";0;1;0;1;0;0;39,728226896338;0;1;0;0
"856";1;1;0;0;1;NA;NA;NA;NA;NA;NA
"857";0;1;1;0;0;1;NA;NA;NA;NA;NA
"858";0;1;0;0;0;0;48,3739387549675;1;0;0;0
"859";1;1;0;1;0;0;70,502891984478;1;0;0;0
"860";1;1;1;0;0;0;46,6724620656438;1;0;0;0
"861";0;1;0;1;0;0;36,4744437544691;0;1;0;1
"862";0;1;1;0;0;0;30,9522310467049;1;0;1;NA
"863";0;0;0;0;0;0;48,8507374770889;1;0;0;0
"864";0;0;1;0;0;0;52,8579576366877;1;0;0;0
"865";0;1;0;1;0;0;21,7450751193159;1;0;0;0
"866";1;0;0;0;0;0;61,4166948145587;1;0;0;0
"867";0;0;0;1;0;0;44,4682531825318;0;1;0;0
"868";1;1;0;0;0;1;NA;NA;NA;NA;NA
"869";0;1;0;1;0;0;39,3562025933471;1;0;0;0
"870";0;1;1;0;0;0;41,606004865142;1;0;1;NA
"871";1;1;0;0;0;0;56,7953230913082;1;0;0;0
"872";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"873";1;1;0;1;0;0;60,4283201608505;1;0;0;0
"874";0;1;0;1;0;1;NA;NA;NA;NA;NA
"875";1;1;0;1;1;NA;NA;NA;NA;NA;NA
"876";0;1;0;0;0;0;60,74208204839;0;1;0;0
"877";0;1;0;1;0;0;49,7336241146081;1;0;0;1
"878";0;1;1;0;0;0;34,7761508913982;1;0;0;0
"879";0;1;0;1;0;1;NA;NA;NA;NA;NA
"880";1;1;1;0;1;NA;NA;NA;NA;NA;NA
"881";1;1;0;0;0;0;57,4083931081362;1;0;0;0
"882";0;0;0;0;0;0;78,7207632879286;1;0;0;0
"883";0;0;0;1;0;0;44,8006682902053;0;1;1;NA
"884";0;0;0;1;0;0;40,9498090562105;1;0;0;1
"885";1;1;0;0;0;0;71,4821611971683;1;0;0;1
"886";1;1;1;0;0;0;86,0851268333274;1;0;0;0
"887";0;0;0;0;0;0;64,7478543159063;1;0;0;0
"888";0;1;0;1;0;0;82,1101419711421;1;0;0;0
"889";0;1;0;1;0;0;56,428623616416;1;0;0;1
"890";0;1;0;0;0;0;57,8244044230101;1;0;1;NA
"891";1;0;0;1;0;0;57,3136886983772;1;0;0;0
"892";1;0;0;0;0;0;60,746650773901;1;0;0;0
"893";1;0;0;0;0;0;51,9458204017616;0;0;0;0
"894";0;0;0;1;0;0;70,3259794250516;1;0;0;0
"895";0;0;0;0;0;0;26,5764068634697;1;0;0;0
"896";0;0;0;1;0;0;57,1405254147694;1;0;0;0
"897";1;0;0;0;0;0;44,7980769116793;1;0;0;0
"898";1;1;1;0;0;0;75,5550946169746;1;0;0;0
"899";1;1;0;1;0;0;74,9966911663903;1;0;0;0
"900";1;1;0;0;0;0;49,6425321427239;1;0;0;0
"901";1;0;0;0;0;0;62,2869746688619;1;0;0;0
